dataset,method,gene,fdr,essential
CRISPRi.RT112,CC2,POLR2A,1.939480459523146e-12,1
CRISPRi.RT112,CC2,COPB1,7.553602713466903e-11,1
CRISPRi.RT112,CC2,RPL5,2.7821626550722173e-8,1
CRISPRi.RT112,CC2,PSMD7,5.49719560757912e-10,1
CRISPRi.RT112,CC2,RPS27,8.64203962491403e-6,1
CRISPRi.RT112,CC2,RPS11,5.334340192725375e-4,1
CRISPRi.RT112,CC2,RPL3,2.1215362029191584e-5,1
CRISPRi.RT112,CC2,RPL27,0.1775003153785887,1
CRISPRi.RT112,CC2,NUP133,2.2124718218471582e-8,1
CRISPRi.RT112,CC2,PSMD6,9.326471808769774e-6,1
CRISPRi.RT112,CC2,RPS3A,0.6745438391522809,1
CRISPRi.RT112,CC2,COPS4,2.9859213241850566e-4,1
CRISPRi.RT112,CC2,NUP54,1.1781851144692046e-6,1
CRISPRi.RT112,CC2,COPA,0.018327543021159957,1
CRISPRi.RT112,CC2,RPL35A,0.028589610558430952,1
CRISPRi.RT112,CC2,RPL18A,0.0036921449978148586,1
CRISPRi.RT112,CC2,POLR2F,4.3376770489157403e-4,1
CRISPRi.RT112,CC2,PSMB3,0.5788015132012256,1
CRISPRi.RT112,CC2,NUP98,4.1668739983170486e-4,1
CRISPRi.RT112,CC2,RPTN,1,0
CRISPRi.RT112,CC2,DMRTC2,1,0
CRISPRi.RT112,CC2,RPS9,1,1
CRISPRi.RT112,CC2,COPS2,1,1
CRISPRi.RT112,CC2,CRYGB,1,0
CRISPRi.RT112,CC2,POU4F2,1,0
CRISPRi.RT112,CC2,IL1F10,1,0
CRISPRi.RT112,CC2,TAS2R9,1,0
CRISPRi.RT112,CC2,CABP5,1,0
CRISPRi.RT112,CC2,NPSR1,1,0
CRISPRi.RT112,CC2,NLRP5,1,0
CRISPRi.RT112,CC2,VN1R2,1,0
CRISPRi.RT112,CC2,TAAR8,1,0
CRISPRi.RT112,CC2,TPH2,1,0
CRISPRi.RT112,CC2,RXFP2,1,0
CRISPRi.RT112,CC2,TAAR1,1,0
CRISPRi.RT112,CC2,COPS8,1,1
CRISPRi.RT112,CC2,ADH7,1,0
CRISPRi.RT112,CC2,PLA2G2E,1,0
CRISPRi.RT112,CC2,PSMB2,1,1
CRISPRi.RT112,CC2,MRGPRD,1,0
CRISPRi.RT112,CC2,LUZP4,1,0
CRISPRi.RT112,CC2,CYP7A1,1,0
CRISPRi.RT112,CC2,FCRL4,1,0
CRISPRi.RT112,CC2,OTUD6A,1,0
CRISPRi.RT112,CC2,TRIM42,1,0
CRISPRi.RT112,CC2,HTR3D,1,0
CRISPRi.RT112,CC2,PIWIL3,1,0
CRISPRi.RT112,CC2,NPHS2,1,0
CRISPRi.RT112,CC2,KRT77,1,0
CRISPRi.RT112,CC2,OC90,1,0
CRISPRi.RT112,CC2,COPS6,1,1
CRISPRi.RT112,CC2,MAGEB3,1,0
CRISPRi.RT112,CC2,RPS13,1,1
CRISPRi.RT112,CC2,IL22,1,0
CRISPRi.RT112,CC2,SPATA16,1,0
CRISPRi.RT112,CC2,OLIG2,1,0
CRISPRi.RT112,CC2,DEFB129,1,0
CRISPRi.RT112,CC2,LHX5,1,0
CRISPRi.RT112,CC2,PSMC4,1,1
CRISPRi.RT112,CC2,SAGE1,1,0
CRISPRi.RT112,CC2,TGM6,1,0
CRISPRi.RT112,CC2,DMRTB1,1,0
CRISPRi.RT112,CC2,OR12D2,1,0
CRISPRi.RT112,CC2,TAS2R13,1,0
CRISPRi.RT112,CC2,KRT25,1,0
CRISPRi.RT112,CC2,KRT74,1,0
CRISPRi.RT112,CC2,ABCG8,1,0
CRISPRi.RT112,CC2,RNASE9,1,0
CRISPRi.RT112,CC2,LYZL6,1,0
CRISPRi.RT112,CC2,FAM71B,1,0
CRISPRi.RT112,CC2,KRT9,1,0
CRISPRi.RT112,CC2,OR52E8,1,0
CRISPRi.RT112,CC2,OR9Q2,1,0
CRISPRi.RT112,CRISPhieRmix,RPS24,0,1
CRISPRi.RT112,CRISPhieRmix,RPL11,0,1
CRISPRi.RT112,CRISPhieRmix,PSMA3,0,1
CRISPRi.RT112,CRISPhieRmix,RPL34,0,1
CRISPRi.RT112,CRISPhieRmix,RPS8,0,1
CRISPRi.RT112,CRISPhieRmix,RPL30,0,1
CRISPRi.RT112,CRISPhieRmix,COPZ1,0,1
CRISPRi.RT112,CRISPhieRmix,POLR2D,0,1
CRISPRi.RT112,CRISPhieRmix,PSMC2,0,1
CRISPRi.RT112,CRISPhieRmix,RPS7,0,1
CRISPRi.RT112,CRISPhieRmix,PSMD1,0,1
CRISPRi.RT112,CRISPhieRmix,POLA1,0,1
CRISPRi.RT112,CRISPhieRmix,RPL6,0,1
CRISPRi.RT112,CRISPhieRmix,PSMD11,0,1
CRISPRi.RT112,CRISPhieRmix,RPL36,0,1
CRISPRi.RT112,CRISPhieRmix,NUP205,0,1
CRISPRi.RT112,CRISPhieRmix,PSMC1,0,1
CRISPRi.RT112,CRISPhieRmix,RPS19,0,1
CRISPRi.RT112,CRISPhieRmix,NUP93,0,1
CRISPRi.RT112,CRISPhieRmix,RPL9,0,1
CRISPRi.RT112,CRISPhieRmix,POLR2A,0,1
CRISPRi.RT112,CRISPhieRmix,COPB1,0,1
CRISPRi.RT112,CRISPhieRmix,RPL5,0,1
CRISPRi.RT112,CRISPhieRmix,PSMD7,0,1
CRISPRi.RT112,CRISPhieRmix,RPS27,0,1
CRISPRi.RT112,CRISPhieRmix,RPS11,0,1
CRISPRi.RT112,CRISPhieRmix,RPL3,0,1
CRISPRi.RT112,CRISPhieRmix,RPL27,0,1
CRISPRi.RT112,CRISPhieRmix,NUP133,0,1
CRISPRi.RT112,CRISPhieRmix,PSMD6,0,1
CRISPRi.RT112,CRISPhieRmix,RPS3A,0,1
CRISPRi.RT112,CRISPhieRmix,COPS4,0,1
CRISPRi.RT112,CRISPhieRmix,NUP54,0,1
CRISPRi.RT112,CRISPhieRmix,COPA,0,1
CRISPRi.RT112,CRISPhieRmix,RPL35A,0,1
CRISPRi.RT112,CRISPhieRmix,RPL18A,0,1
CRISPRi.RT112,CRISPhieRmix,POLR2F,0,1
CRISPRi.RT112,CRISPhieRmix,PSMB3,0,1
CRISPRi.RT112,CRISPhieRmix,NUP98,0,1
CRISPRi.RT112,CRISPhieRmix,RPTN,0.267510870741683,0
CRISPRi.RT112,CRISPhieRmix,DMRTC2,0,0
CRISPRi.RT112,CRISPhieRmix,RPS9,0.21809332297981915,1
CRISPRi.RT112,CRISPhieRmix,COPS2,3.722564908051461e-5,1
CRISPRi.RT112,CRISPhieRmix,CRYGB,0.3276199488373091,0
CRISPRi.RT112,CRISPhieRmix,POU4F2,0.006799739861764499,0
CRISPRi.RT112,CRISPhieRmix,IL1F10,0.43064866680220815,0
CRISPRi.RT112,CRISPhieRmix,TAS2R9,0,0
CRISPRi.RT112,CRISPhieRmix,CABP5,2.391933318079964e-11,0
CRISPRi.RT112,CRISPhieRmix,NPSR1,0.3354337561276184,0
CRISPRi.RT112,CRISPhieRmix,NLRP5,0.18538208614415672,0
CRISPRi.RT112,CRISPhieRmix,VN1R2,0,0
CRISPRi.RT112,CRISPhieRmix,TAAR8,0.35056132255225647,0
CRISPRi.RT112,CRISPhieRmix,TPH2,0,0
CRISPRi.RT112,CRISPhieRmix,RXFP2,0.3196007144994931,0
CRISPRi.RT112,CRISPhieRmix,TAAR1,0.3722348428054022,0
CRISPRi.RT112,CRISPhieRmix,COPS8,0.40588208237167245,1
CRISPRi.RT112,CRISPhieRmix,ADH7,0.4122391561315884,0
CRISPRi.RT112,CRISPhieRmix,PLA2G2E,0.27663123667227,0
CRISPRi.RT112,CRISPhieRmix,PSMB2,0.003263768353176343,1
CRISPRi.RT112,CRISPhieRmix,MRGPRD,4.42670899936104e-12,0
CRISPRi.RT112,CRISPhieRmix,LUZP4,0.34308176980882693,0
CRISPRi.RT112,CRISPhieRmix,CYP7A1,0.379224630443507,0
CRISPRi.RT112,CRISPhieRmix,FCRL4,0.42456448543437314,0
CRISPRi.RT112,CRISPhieRmix,OTUD6A,0.38609475844709384,0
CRISPRi.RT112,CRISPhieRmix,TRIM42,0.11115397215071669,0
CRISPRi.RT112,CRISPhieRmix,HTR3D,0.3928202731323903,0
CRISPRi.RT112,CRISPhieRmix,PIWIL3,0.3579156100571469,0
CRISPRi.RT112,CRISPhieRmix,NPHS2,0.2284549566751129,0
CRISPRi.RT112,CRISPhieRmix,KRT77,0.1738149774860271,0
CRISPRi.RT112,CRISPhieRmix,OC90,0.30295600972349707,0
CRISPRi.RT112,CRISPhieRmix,COPS6,0.055297881078405865,1
CRISPRi.RT112,CRISPhieRmix,MAGEB3,0.19661275512888501,0
CRISPRi.RT112,CRISPhieRmix,RPS13,0.12398287346527269,1
CRISPRi.RT112,CRISPhieRmix,IL22,0.3651539853558757,0
CRISPRi.RT112,CRISPhieRmix,SPATA16,0.23863065612871856,0
CRISPRi.RT112,CRISPhieRmix,OLIG2,0.2943343602437299,0
CRISPRi.RT112,CRISPhieRmix,DEFB129,0.31138418129791184,0
CRISPRi.RT112,CRISPhieRmix,LHX5,0.258143716170369,0
CRISPRi.RT112,CRISPhieRmix,PSMC4,0.41846357160909026,1
CRISPRi.RT112,CRISPhieRmix,SAGE1,0.4366109462316705,0
CRISPRi.RT112,CRISPhieRmix,TGM6,0.09786051442132893,0
CRISPRi.RT112,CRISPhieRmix,DMRTB1,0.39939386200675786,0
CRISPRi.RT112,CRISPhieRmix,OR12D2,0.06997436146164811,0
CRISPRi.RT112,CRISPhieRmix,TAS2R13,0.01578114465693644,0
CRISPRi.RT112,CRISPhieRmix,KRT25,0.08412784467954637,0
CRISPRi.RT112,CRISPhieRmix,KRT74,0.13704874602088543,0
CRISPRi.RT112,CRISPhieRmix,ABCG8,0.24852294947036274,0
CRISPRi.RT112,CRISPhieRmix,RNASE9,0.1497038225297326,0
CRISPRi.RT112,CRISPhieRmix,LYZL6,0.28550402210236064,0
CRISPRi.RT112,CRISPhieRmix,FAM71B,0.16195124354175203,0
CRISPRi.RT112,CRISPhieRmix,KRT9,0.2075024200842887,0
CRISPRi.RT112,CRISPhieRmix,OR52E8,0.04119198720488774,0
CRISPRi.RT112,CRISPhieRmix,OR9Q2,0.028738723721299046,0
CRISPRi.RT112,HitSelect,RPL11,0.01075269,1
CRISPRi.RT112,HitSelect,NUP93,0.01075269,1
CRISPRi.RT112,HitSelect,COPZ1,0.01075269,1
CRISPRi.RT112,HitSelect,RPL34,0.01075269,1
CRISPRi.RT112,HitSelect,RPL36,0.01075269,1
CRISPRi.RT112,HitSelect,PSMA3,0.01075269,1
CRISPRi.RT112,HitSelect,RPL6,0.01075269,1
CRISPRi.RT112,HitSelect,RPL30,0.01075269,1
CRISPRi.RT112,HitSelect,RPS8,0.01075269,1
CRISPRi.RT112,HitSelect,PSMD1,0.01075269,1
CRISPRi.RT112,HitSelect,RPS24,0.01075269,1
CRISPRi.RT112,HitSelect,POLR2D,0.01075269,1
CRISPRi.RT112,HitSelect,NUP205,0.01075269,1
CRISPRi.RT112,HitSelect,POLR2A,0.01075269,1
CRISPRi.RT112,HitSelect,RPS7,0.01075269,1
CRISPRi.RT112,HitSelect,PSMC2,0.01075269,1
CRISPRi.RT112,HitSelect,PSMD11,0.05837174,1
CRISPRi.RT112,HitSelect,POLA1,0.05837174,1
CRISPRi.RT112,HitSelect,COPB1,0.05837174,1
CRISPRi.RT112,HitSelect,RPS11,0.05837174,1
CRISPRi.RT112,HitSelect,PSMC1,0.05837174,1
CRISPRi.RT112,HitSelect,PSMD7,0.1016618,1
CRISPRi.RT112,HitSelect,RPS19,0.1357527,1
CRISPRi.RT112,HitSelect,PSMD6,0.1357527,1
CRISPRi.RT112,HitSelect,NUP54,0.1645988,1
CRISPRi.RT112,HitSelect,RPL5,0.1645988,1
CRISPRi.RT112,HitSelect,RPL3,0.1872233,1
CRISPRi.RT112,HitSelect,RPS27,0.1872233,1
CRISPRi.RT112,HitSelect,RPL27,0.1872233,1
CRISPRi.RT112,HitSelect,NUP133,0.1872233,1
CRISPRi.RT112,HitSelect,RPL9,0.1872233,1
CRISPRi.RT112,HitSelect,RPS3A,0.1872233,1
CRISPRi.RT112,HitSelect,COPA,0.1872233,1
CRISPRi.RT112,HitSelect,RPL18A,0.1872233,1
CRISPRi.RT112,HitSelect,POLR2F,0.1999419,1
CRISPRi.RT112,HitSelect,COPS4,0.1999419,1
CRISPRi.RT112,HitSelect,NUP98,0.1999419,1
CRISPRi.RT112,HitSelect,RPL35A,0.221279,1
CRISPRi.RT112,HitSelect,PSMB3,0.2415219,1
CRISPRi.RT112,HitSelect,DMRTC2,0.2790454,0
CRISPRi.RT112,HitSelect,COPS2,0.2790454,1
CRISPRi.RT112,HitSelect,POU4F2,0.3062072,0
CRISPRi.RT112,HitSelect,NLRP5,1,0
CRISPRi.RT112,HitSelect,PIWIL3,1,0
CRISPRi.RT112,HitSelect,PLA2G2E,1,0
CRISPRi.RT112,HitSelect,RPS9,1,1
CRISPRi.RT112,HitSelect,KRT77,1,0
CRISPRi.RT112,HitSelect,OTUD6A,1,0
CRISPRi.RT112,HitSelect,ADH7,1,0
CRISPRi.RT112,HitSelect,CYP7A1,1,0
CRISPRi.RT112,HitSelect,OR12D2,1,0
CRISPRi.RT112,HitSelect,MRGPRD,1,0
CRISPRi.RT112,HitSelect,NPHS2,1,0
CRISPRi.RT112,HitSelect,PSMC4,1,1
CRISPRi.RT112,HitSelect,VN1R2,1,0
CRISPRi.RT112,HitSelect,FAM71B,1,0
CRISPRi.RT112,HitSelect,NPSR1,1,0
CRISPRi.RT112,HitSelect,TRIM42,1,0
CRISPRi.RT112,HitSelect,TAS2R9,1,0
CRISPRi.RT112,HitSelect,LUZP4,1,0
CRISPRi.RT112,HitSelect,FCRL4,1,0
CRISPRi.RT112,HitSelect,DEFB129,1,0
CRISPRi.RT112,HitSelect,IL1F10,1,0
CRISPRi.RT112,HitSelect,LYZL6,1,0
CRISPRi.RT112,HitSelect,IL22,1,0
CRISPRi.RT112,HitSelect,KRT25,1,0
CRISPRi.RT112,HitSelect,DMRTB1,1,0
CRISPRi.RT112,HitSelect,RNASE9,1,0
CRISPRi.RT112,HitSelect,RXFP2,1,0
CRISPRi.RT112,HitSelect,TAAR8,1,0
CRISPRi.RT112,HitSelect,COPS6,1,1
CRISPRi.RT112,HitSelect,SAGE1,1,0
CRISPRi.RT112,HitSelect,HTR3D,1,0
CRISPRi.RT112,HitSelect,TAAR1,1,0
CRISPRi.RT112,HitSelect,COPS8,1,1
CRISPRi.RT112,HitSelect,RPS13,1,1
CRISPRi.RT112,HitSelect,PSMB2,1,1
CRISPRi.RT112,HitSelect,RPTN,1,0
CRISPRi.RT112,HitSelect,MAGEB3,1,0
CRISPRi.RT112,HitSelect,OR9Q2,1,0
CRISPRi.RT112,HitSelect,TAS2R13,1,0
CRISPRi.RT112,HitSelect,CRYGB,1,0
CRISPRi.RT112,HitSelect,TGM6,1,0
CRISPRi.RT112,HitSelect,LHX5,1,0
CRISPRi.RT112,HitSelect,KRT74,1,0
CRISPRi.RT112,HitSelect,ABCG8,1,0
CRISPRi.RT112,HitSelect,OLIG2,1,0
CRISPRi.RT112,HitSelect,OR52E8,1,0
CRISPRi.RT112,HitSelect,KRT9,1,0
CRISPRi.RT112,HitSelect,OC90,1,0
CRISPRi.RT112,HitSelect,SPATA16,1,0
CRISPRi.RT112,HitSelect,TPH2,1,0
CRISPRi.RT112,HitSelect,CABP5,1,0
CRISPRi.RT112,MAGeCK,RPL34,0.004178,1
CRISPRi.RT112,MAGeCK,POLA1,0.009633,1
CRISPRi.RT112,MAGeCK,COPZ1,0.009633,1
CRISPRi.RT112,MAGeCK,NUP93,0.009633,1
CRISPRi.RT112,MAGeCK,RPS24,0.01445,1
CRISPRi.RT112,MAGeCK,RPL11,0.01445,1
CRISPRi.RT112,MAGeCK,RPL6,0.01445,1
CRISPRi.RT112,MAGeCK,NUP54,0.019447,1
CRISPRi.RT112,MAGeCK,POLR2D,0.01445,1
CRISPRi.RT112,MAGeCK,PSMA3,0.02428,1
CRISPRi.RT112,MAGeCK,RPS7,0.049,1
CRISPRi.RT112,MAGeCK,PSMD1,0.064879,1
CRISPRi.RT112,MAGeCK,RPS8,0.140954,1
CRISPRi.RT112,MAGeCK,RPL30,0.155463,1
CRISPRi.RT112,MAGeCK,PSMD7,0.155463,1
CRISPRi.RT112,MAGeCK,RPL36,0.270122,1
CRISPRi.RT112,MAGeCK,NUP205,0.22132,1
CRISPRi.RT112,MAGeCK,POLR2A,0.221012,1
CRISPRi.RT112,MAGeCK,COPB1,0.221012,1
CRISPRi.RT112,MAGeCK,RPS27,0.273236,1
CRISPRi.RT112,MAGeCK,POLR2F,0.559234,1
CRISPRi.RT112,MAGeCK,COPA,0.599956,1
CRISPRi.RT112,MAGeCK,NUP98,0.559234,1
CRISPRi.RT112,MAGeCK,NUP133,0.691988,1
CRISPRi.RT112,MAGeCK,RPS19,0.999965,1
CRISPRi.RT112,MAGeCK,PSMD6,0.946277,1
CRISPRi.RT112,MAGeCK,PSMD11,0.986983,1
CRISPRi.RT112,MAGeCK,PSMC2,0.999965,1
CRISPRi.RT112,MAGeCK,RPL5,0.999965,1
CRISPRi.RT112,MAGeCK,RPL3,0.999965,1
CRISPRi.RT112,MAGeCK,RPS11,0.999965,1
CRISPRi.RT112,MAGeCK,COPS4,0.999965,1
CRISPRi.RT112,MAGeCK,PSMC1,0.999965,1
CRISPRi.RT112,MAGeCK,RPL9,0.999965,1
CRISPRi.RT112,MAGeCK,RPL27,0.999965,1
CRISPRi.RT112,MAGeCK,RPL18A,0.999965,1
CRISPRi.RT112,MAGeCK,PSMB3,0.999965,1
CRISPRi.RT112,MAGeCK,RPL35A,0.999965,1
CRISPRi.RT112,MAGeCK,RPS3A,0.999965,1
CRISPRi.RT112,MAGeCK,COPS6,0.999965,1
CRISPRi.RT112,MAGeCK,OR12D2,0.999965,0
CRISPRi.RT112,MAGeCK,KRT25,0.999965,0
CRISPRi.RT112,MAGeCK,DMRTC2,0.999965,0
CRISPRi.RT112,MAGeCK,OR9Q2,0.999965,0
CRISPRi.RT112,MAGeCK,VN1R2,0.999965,0
CRISPRi.RT112,MAGeCK,POU4F2,0.999965,0
CRISPRi.RT112,MAGeCK,OR52E8,0.999965,0
CRISPRi.RT112,MAGeCK,COPS2,0.999965,1
CRISPRi.RT112,MAGeCK,RNASE9,0.999965,0
CRISPRi.RT112,MAGeCK,TAS2R13,0.999965,0
CRISPRi.RT112,MAGeCK,NLRP5,0.999965,0
CRISPRi.RT112,MAGeCK,FAM71B,0.999965,0
CRISPRi.RT112,MAGeCK,KRT74,0.999965,0
CRISPRi.RT112,MAGeCK,NPHS2,0.999965,0
CRISPRi.RT112,MAGeCK,LUZP4,0.999965,0
CRISPRi.RT112,MAGeCK,TRIM42,0.999965,0
CRISPRi.RT112,MAGeCK,PSMB2,0.999965,1
CRISPRi.RT112,MAGeCK,CABP5,0.999965,0
CRISPRi.RT112,MAGeCK,PIWIL3,0.999965,0
CRISPRi.RT112,MAGeCK,TPH2,0.999965,0
CRISPRi.RT112,MAGeCK,ABCG8,0.999965,0
CRISPRi.RT112,MAGeCK,MRGPRD,0.999965,0
CRISPRi.RT112,MAGeCK,RPTN,0.999965,0
CRISPRi.RT112,MAGeCK,KRT77,0.999965,0
CRISPRi.RT112,MAGeCK,RPS9,0.999965,1
CRISPRi.RT112,MAGeCK,DEFB129,0.999965,0
CRISPRi.RT112,MAGeCK,PLA2G2E,0.999965,0
CRISPRi.RT112,MAGeCK,IL22,0.999965,0
CRISPRi.RT112,MAGeCK,TAS2R9,0.999965,0
CRISPRi.RT112,MAGeCK,RPS13,0.999965,1
CRISPRi.RT112,MAGeCK,RXFP2,0.999965,0
CRISPRi.RT112,MAGeCK,LHX5,0.999965,0
CRISPRi.RT112,MAGeCK,COPS8,0.999965,1
CRISPRi.RT112,MAGeCK,TAAR8,0.999965,0
CRISPRi.RT112,MAGeCK,OTUD6A,0.999965,0
CRISPRi.RT112,MAGeCK,KRT9,0.999965,0
CRISPRi.RT112,MAGeCK,ADH7,0.999965,0
CRISPRi.RT112,MAGeCK,SPATA16,0.999965,0
CRISPRi.RT112,MAGeCK,MAGEB3,0.999965,0
CRISPRi.RT112,MAGeCK,PSMC4,0.999965,1
CRISPRi.RT112,MAGeCK,TGM6,0.999965,0
CRISPRi.RT112,MAGeCK,CYP7A1,0.999965,0
CRISPRi.RT112,MAGeCK,IL1F10,0.999965,0
CRISPRi.RT112,MAGeCK,HTR3D,0.999965,0
CRISPRi.RT112,MAGeCK,TAAR1,0.999965,0
CRISPRi.RT112,MAGeCK,NPSR1,0.999965,0
CRISPRi.RT112,MAGeCK,DMRTB1,0.999965,0
CRISPRi.RT112,MAGeCK,CRYGB,0.999965,0
CRISPRi.RT112,MAGeCK,LYZL6,0.999965,0
CRISPRi.RT112,MAGeCK,SAGE1,0.999965,0
CRISPRi.RT112,MAGeCK,FCRL4,0.999965,0
CRISPRi.RT112,MAGeCK,OC90,0.999965,0
CRISPRi.RT112,MAGeCK,OLIG2,0.999965,0
CRISPRi.RT112,PBNPA,ABCG8,0.9999676685316425,0
CRISPRi.RT112,PBNPA,ADH7,0.9999676685316425,0
CRISPRi.RT112,PBNPA,CABP5,0.9999676685316425,0
CRISPRi.RT112,PBNPA,COPA,0.43172905270251044,1
CRISPRi.RT112,PBNPA,COPB1,0.0032857699876100103,1
CRISPRi.RT112,PBNPA,COPS2,0.9999676685316425,1
CRISPRi.RT112,PBNPA,COPS4,0.9999676685316425,1
CRISPRi.RT112,PBNPA,COPS6,0.9999676685316425,1
CRISPRi.RT112,PBNPA,COPS8,0.9999676685316425,1
CRISPRi.RT112,PBNPA,COPZ1,0.004380508828534357,1
CRISPRi.RT112,PBNPA,CRYGB,0.9999676685316425,0
CRISPRi.RT112,PBNPA,CYP7A1,0.9999676685316425,0
CRISPRi.RT112,PBNPA,DEFB129,0.9999676685316425,0
CRISPRi.RT112,PBNPA,DMRTB1,0.9999676685316425,0
CRISPRi.RT112,PBNPA,DMRTC2,0.9999676685316425,0
CRISPRi.RT112,PBNPA,FAM71B,0.9999676685316425,0
CRISPRi.RT112,PBNPA,FCRL4,0.9999676685316425,0
CRISPRi.RT112,PBNPA,HTR3D,0.9999676685316425,0
CRISPRi.RT112,PBNPA,IL1F10,0.9999676685316425,0
CRISPRi.RT112,PBNPA,IL22,0.9999676685316425,0
CRISPRi.RT112,PBNPA,KRT25,0.9999676685316425,0
CRISPRi.RT112,PBNPA,KRT74,0.9999676685316425,0
CRISPRi.RT112,PBNPA,KRT77,0.9999676685316425,0
CRISPRi.RT112,PBNPA,KRT9,0.9999676685316425,0
CRISPRi.RT112,PBNPA,LHX5,0.9999676685316425,0
CRISPRi.RT112,PBNPA,LUZP4,0.9999676685316425,0
CRISPRi.RT112,PBNPA,LYZL6,0.9999676685316425,0
CRISPRi.RT112,PBNPA,MAGEB3,0.9999676685316425,0
CRISPRi.RT112,PBNPA,MRGPRD,0.9999676685316425,0
CRISPRi.RT112,PBNPA,NLRP5,0.9999676685316425,0
CRISPRi.RT112,PBNPA,NPHS2,0.9999676685316425,0
CRISPRi.RT112,PBNPA,NPSR1,0.9999676685316425,0
CRISPRi.RT112,PBNPA,NUP133,0.2026811603741962,1
CRISPRi.RT112,PBNPA,NUP205,0.007257084462368585,1
CRISPRi.RT112,PBNPA,NUP54,0.2794274606061591,1
CRISPRi.RT112,PBNPA,NUP93,0,1
CRISPRi.RT112,PBNPA,NUP98,0.2026811603741962,1
CRISPRi.RT112,PBNPA,OC90,0.9999676685316425,0
CRISPRi.RT112,PBNPA,OLIG2,0.9999676685316425,0
CRISPRi.RT112,PBNPA,OR12D2,0.9999676685316425,0
CRISPRi.RT112,PBNPA,OR52E8,0.9999676685316425,0
CRISPRi.RT112,PBNPA,OR9Q2,0.9999676685316425,0
CRISPRi.RT112,PBNPA,OTUD6A,0.9999676685316425,0
CRISPRi.RT112,PBNPA,PIWIL3,0.9999676685316425,0
CRISPRi.RT112,PBNPA,PLA2G2E,0.9999676685316425,0
CRISPRi.RT112,PBNPA,POLA1,0.001558269484212132,1
CRISPRi.RT112,PBNPA,POLR2A,3.5466498938581116e-4,1
CRISPRi.RT112,PBNPA,POLR2D,0.001279254760005788,1
CRISPRi.RT112,PBNPA,POLR2F,0.2928453829141849,1
CRISPRi.RT112,PBNPA,POU4F2,0.9999676685316425,0
CRISPRi.RT112,PBNPA,PSMA3,3.5466498938581116e-4,1
CRISPRi.RT112,PBNPA,PSMB2,0.9999676685316425,1
CRISPRi.RT112,PBNPA,PSMB3,0.9999676685316425,1
CRISPRi.RT112,PBNPA,PSMC1,0.9999676685316425,1
CRISPRi.RT112,PBNPA,PSMC2,0.9999676685316425,1
CRISPRi.RT112,PBNPA,PSMC4,0.9999676685316425,1
CRISPRi.RT112,PBNPA,PSMD1,0.0026920814400221613,1
CRISPRi.RT112,PBNPA,PSMD11,0.9999676685316425,1
CRISPRi.RT112,PBNPA,PSMD6,0.45819739473141663,1
CRISPRi.RT112,PBNPA,PSMD7,0.09731253153562179,1
CRISPRi.RT112,PBNPA,RNASE9,0.9999676685316425,0
CRISPRi.RT112,PBNPA,RPL11,0.0026920814400221613,1
CRISPRi.RT112,PBNPA,RPL18A,0.9999676685316425,1
CRISPRi.RT112,PBNPA,RPL27,0.9999676685316425,1
CRISPRi.RT112,PBNPA,RPL3,0.9999676685316425,1
CRISPRi.RT112,PBNPA,RPL30,0.9999676685316425,1
CRISPRi.RT112,PBNPA,RPL34,1.2583594048731772e-4,1
CRISPRi.RT112,PBNPA,RPL35A,0.9999676685316425,1
CRISPRi.RT112,PBNPA,RPL36,0.9999676685316425,1
CRISPRi.RT112,PBNPA,RPL5,0.9999676685316425,1
CRISPRi.RT112,PBNPA,RPL6,3.5466498938581116e-4,1
CRISPRi.RT112,PBNPA,RPL9,0.9999676685316425,1
CRISPRi.RT112,PBNPA,RPS11,0.5474818824538903,1
CRISPRi.RT112,PBNPA,RPS13,0.9999676685316425,1
CRISPRi.RT112,PBNPA,RPS19,0.7255851910867127,1
CRISPRi.RT112,PBNPA,RPS24,0.07430891732757304,1
CRISPRi.RT112,PBNPA,RPS27,0.04437491738714013,1
CRISPRi.RT112,PBNPA,RPS3A,0.9999676685316425,1
CRISPRi.RT112,PBNPA,RPS7,0.07430891732757304,1
CRISPRi.RT112,PBNPA,RPS8,0.08433498406972414,1
CRISPRi.RT112,PBNPA,RPS9,0.9999676685316425,1
CRISPRi.RT112,PBNPA,RPTN,0.9999676685316425,0
CRISPRi.RT112,PBNPA,RXFP2,0.9999676685316425,0
CRISPRi.RT112,PBNPA,SAGE1,0.9999676685316425,0
CRISPRi.RT112,PBNPA,SPATA16,0.9999676685316425,0
CRISPRi.RT112,PBNPA,TAAR1,0.9999676685316425,0
CRISPRi.RT112,PBNPA,TAAR8,0.9999676685316425,0
CRISPRi.RT112,PBNPA,TAS2R13,0.9999676685316425,0
CRISPRi.RT112,PBNPA,TAS2R9,0.9999676685316425,0
CRISPRi.RT112,PBNPA,TGM6,0.9999676685316425,0
CRISPRi.RT112,PBNPA,TPH2,0.9999676685316425,0
CRISPRi.RT112,PBNPA,TRIM42,0.9999676685316425,0
CRISPRi.RT112,PBNPA,VN1R2,0.9999676685316425,0
CRISPRi.RT112,PinAPL-py,COPZ1,0,1
CRISPRi.RT112,PinAPL-py,RPL11,0,1
CRISPRi.RT112,PinAPL-py,RPS24,0,1
CRISPRi.RT112,PinAPL-py,PSMD1,1.88737914186e-15,1
CRISPRi.RT112,PinAPL-py,RPL34,1.88737914186e-15,1
