sgrna,Gene,control_count,treatment_count,control_mean,treat_mean,LFC,control_var,adj_var,score,p.low,p.high,p.twosided,FDR,high_in_treatment
TRCN0000063063,OR9Q2,2247.1/2415.6/2849.4,1867.7/2248.5/2777.9,2491.5,2267.9,-0.13558,96788,11558e3,0.065764,0.31498,0.68502,0.62996,0.75259,False
TRCN0000077923,RPL34,764.52/797.98/922.13,888.59/885.36/906.96,825.51,893.58,0.11418,6906.2,1162800,0.063127,0.3897,0.6103,0.77939,0.86134,True
TRCN0000056676,TPH2,1137.3/1189.2/1349.3,1165/1138.1/1110.8,1222.1,1137.8,-0.10303,12232,2628200,0.051996,0.32767,0.67233,0.65533,0.77292,False
TRCN0000007185,PSMC2,3192.5/3515.2/3749.3,3396.4/3678.4/4142.6,3478.1,3726.6,0.099538,78246,23127e3,0.051676,0.37353,0.62647,0.74707,0.84335,True
TRCN0000151010,LYZL6,6717.5/7261.6/8157.4,7098.8/6461.7/6994.8,7355.2,6846,-0.1035,529510,10976e4,0.04861,0.31541,0.68459,0.63082,0.75259,False
TRCN0000117569,RPL30,541.46/495.11/395.5,389.99/445.13/519.99,473.3,448.58,-0.077209,5586.9,365920,0.040859,0.34063,0.65937,0.68127,0.78787,False
TRCN0000148475,CRYGB,1243/1165.1/856.03,1189.7/1152.8/1045.2,1074.3,1127.5,0.069714,42182,2010500,0.037545,0.3747,0.6253,0.7494,0.84388,True
TRCN0000153086,PIWIL3,2437.2/2757.4/2782.8,2451.8/2767/3199.4,2654.3,2789.5,0.071618,37141,13184e3,0.037219,0.36797,0.63203,0.73595,0.83679,True
TRCN0000064999,COPZ1,2053.4/1885.9/1407.5,1851.2/1743/1470.1,1759.9,1680.2,-0.066751,113090,5609900,0.033614,0.33433,0.66567,0.66866,0.77901,False
TRCN0000140300,FAM71B,536.57/458.02/385.98,566.06/407.62/464.71,456.06,475.08,0.058813,5698,338770,0.032674,0.37835,0.62165,0.75671,0.84615,True
TRCN0000143344,NUP133,602.57/605.75/594.31,692.77/629.37/559.72,600.86,624.92,0.056556,34.899,600840,0.031043,0.37555,0.62445,0.7511,0.84388,True
TRCN0000019569,POU4F2,2848.4/3005.3/3399.8,2665.8/2983.8/3265,3076,2961.4,-0.054754,80819,17913e3,0.027075,0.33343,0.66657,0.66687,0.77884,False
TRCN0000135225,OTUD6A,1335.9/1391.4/1755.4,1247.3/1439.7/1627.3,1483.2,1429.7,-0.052971,52115,3931300,0.026986,0.33906,0.66094,0.67812,0.78616,False
TRCN0000054167,OC90,1163.6/1024.2/787.3,1026.8/950.58/910.41,978.98,961.4,-0.026116,36433,1657400,0.013655,0.34907,0.65093,0.69814,0.80345,False
TRCN0000116930,KRT74,1709.9/1901.3/1941.5,1877.6/1840.8/1774.2,1848.1,1830.4,-0.013916,15328,6210600,0.0071225,0.34766,0.65234,0.69532,0.80217,False
